EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 26-03-2018
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 PP   : daily Sea level pressure in 0.1 hPa
23-27 Q_PP : quality code for PP (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station FRANCE, BORDEAUX-MERIGNAC (STAID: 34).
Blended and updated with sources: 100110 907510 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   PP, Q_PP
100110,19661229,10216,    0
100110,19661230,10267,    0
100110,19661231,10287,    0
100110,19670101,10271,    0
100110,19670102,10249,    0
100110,19670103,10266,    0
100110,19670104,10287,    0
100110,19670105,10140,    0
100110,19670106,10265,    0
100110,19670107,10127,    0
100110,19670108,10070,    0
100110,19670109,10180,    0
100110,19670110,10162,    0
100110,19670111,10199,    0
100110,19670112,10294,    0
100110,19670113,10381,    0
100110,19670114,10375,    0
100110,19670115,10305,    0
100110,19670116,10260,    0
100110,19670117,10245,    0
100110,19670118,10181,    0
100110,19670119,10125,    0
100110,19670120,10155,    0
100110,19670121,10184,    0
100110,19670122,10245,    0
100110,19670123,10129,    0
100110,19670124,10192,    0
100110,19670125,10221,    0
100110,19670126,10250,    0
100110,19670127,10266,    0
100110,19670128,10224,    0
100110,19670129,10176,    0
100110,19670130,10147,    0
100110,19670131,10243,    0
100110,19670201,10333,    0
100110,19670202,10351,    0
100110,19670203,10326,    0
100110,19670204,10298,    0
100110,19670205,10301,    0
100110,19670206,10271,    0
100110,19670207,10242,    0
100110,19670208,10243,    0
100110,19670209,10262,    0
100110,19670210,10215,    0
100110,19670211,10149,    0
100110,19670212,10178,    0
100110,19670213,10181,    0
100110,19670214,10147,    0
100110,19670215,10016,    0
100110,19670216, 9951,    0
100110,19670217, 9963,    0
100110,19670218,10119,    0
100110,19670219,10113,    0
100110,19670220,10182,    0
100110,19670221,10272,    0
100110,19670222,10236,    0
100110,19670223,10226,    0
100110,19670224,10169,    0
100110,19670225,10067,    0
100110,19670226,10079,    0
100110,19670227,10247,    0
100110,19670228,10245,    0
100110,19670301,10230,    0
100110,19670302,10297,    0
100110,19670303,10275,    0
100110,19670304,10206,    0
100110,19670305,10206,    0
100110,19670306,10268,    0
100110,19670307,10161,    0
100110,19670308,10044,    0
100110,19670309,10027,    0
100110,19670310,10131,    0
100110,19670311,10229,    0
100110,19670312,10223,    0
100110,19670313,10353,    0
100110,19670314,10421,    0
100110,19670315,10320,    0
100110,19670316,10348,    0
100110,19670317,10359,    0
100110,19670318,10281,    0
100110,19670319,10303,    0
100110,19670320,10363,    0
100110,19670321,10331,    0
100110,19670322,10306,    0
100110,19670323,10309,    0
100110,19670324,10288,    0
100110,19670325,10134,    0
100110,19670326,10158,    0
100110,19670327,10096,    0
100110,19670328,10089,    0
100110,19670329,10125,    0
100110,19670330,10187,    0
100110,19670331,10209,    0
100110,19670401,10276,    0
100110,19670402,10240,    0
100110,19670403,10227,    0
100110,19670404,10288,    0
100110,19670405,10259,    0
100110,19670406,10103,    0
100110,19670407,10058,    0
100110,19670408, 9999,    0
100110,19670409, 9967,    0
100110,19670410,10069,    0
100110,19670411,10128,    0
100110,19670412,10176,    0
100110,19670413,10167,    0
100110,19670414,10172,    0
100110,19670415,10168,    0
100110,19670416,10168,    0
100110,19670417,10164,    0
100110,19670418,10145,    0
100110,19670419,10159,    0
100110,19670420,10101,    0
100110,19670421,10114,    0
100110,19670422,10204,    0
100110,19670423,10202,    0
100110,19670424,10212,    0
100110,19670425,10159,    0
100110,19670426,10194,    0
100110,19670427,10199,    0
100110,19670428,10194,    0
100110,19670429,10205,    0
100110,19670430,10154,    0
100110,19670501,10121,    0
100110,19670502,10103,    0
100110,19670503,10132,    0
100110,19670504,10017,    0
100110,19670505,10018,    0
100110,19670506,10122,    0
100110,19670507,10179,    0
100110,19670508,10244,    0
100110,19670509,10190,    0
100110,19670510,10139,    0
100110,19670511,10110,    0
100110,19670512,10108,    0
100110,19670513,10102,    0
100110,19670514,10029,    0
100110,19670515,10049,    0
100110,19670516,10043,    0
100110,19670517,10069,    0
100110,19670518,10164,    0
100110,19670519,10255,    0
100110,19670520,10273,    0
100110,19670521,10192,    0
100110,19670522,10174,    0
100110,19670523,10196,    0
100110,19670524,10131,    0
100110,19670525,10064,    0
100110,19670526,10168,    0
100110,19670527,10068,    0
100110,19670528,10149,    0
100110,19670529,10216,    0
100110,19670530,10231,    0
100110,19670531,10256,    0
100110,19670601,10234,    0
100110,19670602,10216,    0
100110,19670603,10254,    0
100110,19670604,10254,    0
100110,19670605,10219,    0
100110,19670606,10159,    0
100110,19670607,10133,    0
100110,19670608,10188,    0
100110,19670609,10225,    0
100110,19670610,10251,    0
100110,19670611,10225,    0
100110,19670612,10214,    0
100110,19670613,10193,    0
100110,19670614,10199,    0
100110,19670615,10221,    0
100110,19670616,10204,    0
100110,19670617,10200,    0
100110,19670618,10207,    0
100110,19670619,10203,    0
100110,19670620,10233,    0
100110,19670621,10248,    0
100110,19670622,10211,    0
100110,19670623,10144,    0
100110,19670624,10155,    0
100110,19670625,10197,    0
100110,19670626,10185,    0
100110,19670627,10228,    0
100110,19670628,10246,    0
100110,19670629,10239,    0
100110,19670630,10203,    0
100110,19670701,10158,    0
100110,19670702,10176,    0
100110,19670703,10185,    0
100110,19670704,10206,    0
100110,19670705,10190,    0
100110,19670706,10149,    0
100110,19670707,10169,    0
100110,19670708,10203,    0
100110,19670709,10265,    0
100110,19670710,10216,    0
100110,19670711,10153,    0
100110,19670712,10129,    0
100110,19670713,10124,    0
100110,19670714,10219,    0
100110,19670715,10263,    0
100110,19670716,10200,    0
100110,19670717,10150,    0
100110,19670718,10167,    0
100110,19670719,10174,    0
100110,19670720,10235,    0
100110,19670721,10143,    0
100110,19670722,10172,    0
100110,19670723,10244,    0
100110,19670724,10232,    0
100110,19670725,10210,    0
100110,19670726,10180,    0
100110,19670727,10167,    0
100110,19670728,10174,    0
100110,19670729,10200,    0
100110,19670730,10185,    0
100110,19670731,10159,    0
100110,19670801,10152,    0
100110,19670802,10166,    0
100110,19670803,10203,    0
100110,19670804,10190,    0
100110,19670805,10246,    0
100110,19670806,10195,    0
100110,19670807,10097,    0
100110,19670808,10056,    0
100110,19670809,10086,    0
100110,19670810,10174,    0
100110,19670811,10218,    0
100110,19670812,10136,    0
100110,19670813,10165,    0
100110,19670814,10137,    0
100110,19670815,10146,    0
100110,19670816,10161,    0
100110,19670817,10228,    0
100110,19670818,10203,    0
100110,19670819,10189,    0
100110,19670820,10195,    0
100110,19670821,10162,    0
100110,19670822,10174,    0
100110,19670823,10218,    0
100110,19670824,10176,    0
100110,19670825,10147,    0
100110,19670826,10166,    0
100110,19670827,10199,    0
100110,19670828,10184,    0
100110,19670829,10199,    0
100110,19670830,10216,    0
100110,19670831,10197,    0
100110,19670901,10157,    0
100110,19670902,10141,    0
100110,19670903,10115,    0
100110,19670904,10156,    0
100110,19670905,10137,    0
100110,19670906,10210,    0
100110,19670907,10232,    0
100110,19670908,10237,    0
100110,19670909,10253,    0
100110,19670910,10253,    0
100110,19670911,10204,    0
100110,19670912,10127,    0
100110,19670913,10101,    0
100110,19670914,10159,    0
100110,19670915,10195,    0
100110,19670916,10188,    0
100110,19670917,10136,    0
100110,19670918,10176,    0
100110,19670919,10144,    0
100110,19670920,10115,    0
100110,19670921, 9952,    0
100110,19670922,10132,    0
100110,19670923,10128,    0
100110,19670924,10138,    0
100110,19670925,10153,    0
100110,19670926,10150,    0
100110,19670927,10187,    0
100110,19670928,10211,    0
100110,19670929,10179,    0
100110,19670930,10218,    0
100110,19671001,10225,    0
100110,19671002,10147,    0
100110,19671003,10149,    0
100110,19671004,10072,    0
100110,19671005,10172,    0
100110,19671006,10201,    0
100110,19671007,10259,    0
100110,19671008,10295,    0
100110,19671009,10286,    0
100110,19671010,10246,    0
100110,19671011,10181,    0
100110,19671012,10125,    0
100110,19671013,10206,    0
100110,19671014,10164,    0
100110,19671015,10174,    0
100110,19671016,10196,    0
100110,19671017,10151,    0
100110,19671018,10282,    0
100110,19671019,10206,    0
100110,19671020,10127,    0
100110,19671021,10079,    0
100110,19671022,10160,    0
100110,19671023,10124,    0
100110,19671024,10134,    0
100110,19671025,10155,    0
100110,19671026,10182,    0
100110,19671027,10154,    0
100110,19671028,10097,    0
100110,19671029,10150,    0
100110,19671030,10179,    0
100110,19671031,10087,    0
100110,19671101,10082,    0
100110,19671102,10001,    0
100110,19671103,10103,    0
100110,19671104, 9917,    0
100110,19671105,10020,    0
100110,19671106,10076,    0
100110,19671107,10046,    0
100110,19671108,10060,    0
100110,19671109,10172,    0
100110,19671110,10266,    0
100110,19671111,10292,    0
100110,19671112,10272,    0
100110,19671113,10181,    0
100110,19671114,10135,    0
100110,19671115,10144,    0
100110,19671116,10157,    0
100110,19671117,10163,    0
100110,19671118,10194,    0
100110,19671119,10180,    0
100110,19671120,10165,    0
100110,19671121,10246,    0
100110,19671122,10328,    0
100110,19671123,10296,    0
100110,19671124,10204,    0
100110,19671125,10152,    0
100110,19671126,10149,    0
100110,19671127,10203,    0
100110,19671128,10192,    0
100110,19671129,10263,    0
100110,19671130,10238,    0
100110,19671201,10273,    0
100110,19671202,10284,    0
100110,19671203,10343,    0
100110,19671204,10353,    0
100110,19671205,10318,    0
100110,19671206,10208,    0
100110,19671207,10208,    0
100110,19671208,10142,    0
100110,19671209,10045,    0
100110,19671210,10158,    0
100110,19671211,10257,    0
100110,19671212,10262,    0
100110,19671213,10252,    0
100110,19671214,10276,    0
100110,19671215,10295,    0
100110,19671216,10302,    0
100110,19671217,10310,    0
100110,19671218,10327,    0
100110,19671219,10196,    0
100110,19671220,10262,    0
100110,19671221,10305,    0
100110,19671222,10309,    0
100110,19671223,10232,    0
100110,19671224,10117,    0
100110,19671225,10025,    0
100110,19671226,10094,    0
100110,19671227,10226,    0
100110,19671228,10150,    0
100110,19671229,10110,    0
100110,19671230,10217,    0
100110,19671231,10155,    0
100110,19680101,10099,    0
100110,19680102,10142,    0
100110,19680103,10152,    0
100110,19680104,10243,    0
100110,19680105,10245,    0
100110,19680106,10242,    0
100110,19680107,10202,    0
100110,19680108,10280,    0
100110,19680109,10105,    0
100110,19680110,10245,    0
100110,19680111,10246,    0
100110,19680112,10222,    0
100110,19680113,10260,    0
100110,19680114,10280,    0
100110,19680115,10273,    0
100110,19680116,10209,    0
100110,19680117,10231,    0
100110,19680118,10344,    0
100110,19680119,10320,    0
100110,19680120,10264,    0
100110,19680121,10282,    0
100110,19680122,10288,    0
100110,19680123,10288,    0
100110,19680124,10300,    0
100110,19680125,10296,    0
100110,19680126,10275,    0
100110,19680127,10239,    0
100110,19680128,10141,    0
100110,19680129,10270,    0
100110,19680130,10304,    0
100110,19680131,10247,    0
100110,19680201,10254,    0
100110,19680202,10277,    0
100110,19680203,10222,    0
100110,19680204,10235,    0
100110,19680205,10072,    0
100110,19680206, 9993,    0
100110,19680207, 9972,    0
100110,19680208,10036,    0
100110,19680209,10101,    0
100110,19680210,10144,    0
100110,19680211,10043,    0
100110,19680212,10121,    0
100110,19680213,10020,    0
100110,19680214,10032,    0
100110,19680215,10041,    0
100110,19680216,10101,    0
100110,19680217,10155,    0
100110,19680218,10115,    0
100110,19680219,10084,    0
100110,19680220,10088,    0
100110,19680221,10041,    0
100110,19680222,10023,    0
100110,19680223,10071,    0
100110,19680224,10096,    0
100110,19680225,10127,    0
100110,19680226,10133,    0
100110,19680227,10192,    0
100110,19680228,10218,    0
100110,19680229,10176,    0
100110,19680301,10062,    0
100110,19680302,10166,    0
100110,19680303,10244,    0
100110,19680304,10279,    0
100110,19680305,10301,    0
100110,19680306,10175,    0
100110,19680307,10071,    0
100110,19680308,10121,    0
100110,19680309,10137,    0
100110,19680310,10169,    0
100110,19680311,10187,    0
100110,19680312,10239,    0
100110,19680313,10281,    0
100110,19680314,10257,    0
100110,19680315,10147,    0
100110,19680316,10185,    0
100110,19680317,10220,    0
100110,19680318,10237,    0
100110,19680319,10196,    0
100110,19680320,10106,    0
100110,19680321,10102,    0
100110,19680322,10166,    0
100110,19680323,10214,    0
100110,19680324,10123,    0
100110,19680325,10215,    0
100110,19680326,10345,    0
100110,19680327,10322,    0
100110,19680328,10230,    0
100110,19680329,10141,    0
100110,19680330,10155,    0
100110,19680331,10251,    0
100110,19680401,10200,    0
100110,19680402,10101,    0
100110,19680403,10152,    0
100110,19680404,10079,    0
100110,19680405, 9990,    0
100110,19680406,10070,    0
100110,19680407,10161,    0
100110,19680408,10257,    0
100110,19680409,10248,    0
100110,19680410,10224,    0
100110,19680411,10201,    0
100110,19680412,10169,    0
100110,19680413,10061,    0
100110,19680414,10040,    0
100110,19680415,10077,    0
100110,19680416,10035,    0
100110,19680417,10090,    0
100110,19680418,10126,    0
100110,19680419,10171,    0
100110,19680420,10151,    0
100110,19680421,10169,    0
100110,19680422,10181,    0
100110,19680423,10244,    0
100110,19680424,10262,    0
100110,19680425,10236,    0
100110,19680426,10169,    0
100110,19680427,10072,    0
100110,19680428,10051,    0
100110,19680429,10056,    0
100110,19680430,10115,    0
100110,19680501,10112,    0
100110,19680502,10134,    0
100110,19680503,10061,    0
100110,19680504,10006,    0
100110,19680505,10097,    0
100110,19680506,10126,    0
100110,19680507,10205,    0
100110,19680508,10052,    0
100110,19680509,10126,    0
100110,19680510,10191,    0
100110,19680511,10149,    0
100110,19680512,10250,    0
100110,19680513,10283,    0
100110,19680514,10268,    0
100110,19680515,10235,    0
100110,19680516,10218,    0
100110,19680517,10221,    0
100110,19680518,10181,    0
100110,19680519,10100,    0
100110,19680520,10077,    0
100110,19680521,10154,    0
100110,19680522,10172,    0
100110,19680523,10175,    0
100110,19680524,10155,    0
100110,19680525,10199,    0
100110,19680526,10115,    0
100110,19680527,10126,    0
100110,19680528,10215,    0
100110,19680529,10233,    0
100110,19680530,10197,    0
100110,19680531,10163,    0
100110,19680601,10141,    0
100110,19680602,10160,    0
100110,19680603,10188,    0
100110,19680604,10213,    0
100110,19680605,10188,    0
100110,19680606,10193,    0
100110,19680607,-9999,    9
100110,19680608,10190,    0
100110,19680609,10188,    0
100110,19680610,10157,    0
100110,19680611,10155,    0
100110,19680612,10188,    0
100110,19680613,10152,    0
100110,19680614,10145,    0
100110,19680615,10159,    0
100110,19680616,10163,    0
100110,19680617,10155,    0
100110,19680618,10082,    0
100110,19680619,10147,    0
100110,19680620,10182,    0
100110,19680621,10240,    0
100110,19680622,10159,    0
100110,19680623,10109,    0
100110,19680624,10225,    0
100110,19680625,10196,    0
100110,19680626,10247,    0
100110,19680627,10211,    0
100110,19680628,10167,    0
100110,19680629,10236,    0
100110,19680630,10196,    0
100110,19680701,10117,    0
100110,19680702,10222,    0
100110,19680703,10250,    0
100110,19680704,10173,    0
100110,19680705,10127,    0
100110,19680706,10165,    0
100110,19680707,10109,    0
100110,19680708,10175,    0
100110,19680709,10193,    0
100110,19680710,10138,    0
100110,19680711,10216,    0
100110,19680712,10171,    0
100110,19680713,10151,    0
100110,19680714,10150,    0
100110,19680715,10199,    0
100110,19680716,10182,    0
100110,19680717,10203,    0
100110,19680718,10265,    0
100110,19680719,10259,    0
100110,19680720,10277,    0
100110,19680721,10252,    0
100110,19680722,10226,    0
100110,19680723,10169,    0
100110,19680724,10199,    0
100110,19680725,10210,    0
100110,19680726,10196,    0
100110,19680727,10194,    0
100110,19680728,10182,    0
100110,19680729,10141,    0
100110,19680730,10147,    0
100110,19680731,10162,    0
100110,19680801,10163,    0
100110,19680802,10177,    0
100110,19680803,10216,    0
100110,19680804,10161,    0
100110,19680805,10126,    0
100110,19680806,10160,    0
100110,19680807,10143,    0
100110,19680808,10108,    0
100110,19680809,10145,    0
100110,19680810,10152,    0
100110,19680811,10159,    0
100110,19680812,10195,    0
100110,19680813,10123,    0
100110,19680814,10149,    0
100110,19680815,10161,    0
100110,19680816,10149,    0
100110,19680817,10162,    0
100110,19680818,10224,    0
100110,19680819,10230,    0
100110,19680820,10195,    0
100110,19680821,10220,    0
100110,19680822,10177,    0
100110,19680823,10177,    0
100110,19680824,10190,    0
100110,19680825,10173,    0
100110,19680826,10144,    0
100110,19680827,10120,    0
100110,19680828,10075,    0
100110,19680829,10060,    0
100110,19680830,10134,    0
100110,19680831,10142,    0
100110,19680901,10141,    0
100110,19680902,10112,    0
100110,19680903,10140,    0
100110,19680904,10225,    0
100110,19680905,10206,    0
100110,19680906,10227,    0
100110,19680907,10209,    0
100110,19680908,10203,    0
100110,19680909,10164,    0
100110,19680910,10157,    0
100110,19680911,10175,    0
100110,19680912,10155,    0
100110,19680913,10090,    0
100110,19680914,10062,    0
100110,19680915,10007,    0
100110,19680916,10068,    0
100110,19680917,10138,    0
100110,19680918,10168,    0
100110,19680919,10169,    0
100110,19680920,10180,    0
100110,19680921,10106,    0
100110,19680922,10139,    0
100110,19680923,10118,    0
100110,19680924,10194,    0
100110,19680925,10219,    0
100110,19680926,10177,    0
100110,19680927,10148,    0
100110,19680928,10249,    0
100110,19680929,10203,    0
100110,19680930,10288,    0
100110,19681001,10294,    0
100110,19681002,10260,    0
100110,19681003,10212,    0
100110,19681004,10199,    0
100110,19681005,10237,    0
100110,19681006,10221,    0
100110,19681007,10143,    0
100110,19681008,10096,    0
100110,19681009,10197,    0
100110,19681010,10219,    0
100110,19681011,10246,    0
100110,19681012,10203,    0
100110,19681013,10215,    0
100110,19681014,10205,    0
100110,19681015,10239,    0
100110,19681016,10273,    0
100110,19681017,10231,    0
100110,19681018,10192,    0
100110,19681019,10248,    0
100110,19681020,10242,    0
100110,19681021,10236,    0
100110,19681022,10235,    0
100110,19681023,10174,    0
100110,19681024,10058,    0
100110,19681025,10046,    0
100110,19681026,10139,    0
100110,19681027,10139,    0
100110,19681028,10113,    0
100110,19681029,10168,    0
100110,19681030,10104,    0
100110,19681031,10026,    0
100110,19681101, 9895,    0
100110,19681102, 9919,    0
100110,19681103,10032,    0
100110,19681104,10154,    0
100110,19681105,10098,    0
100110,19681106,10107,    0
100110,19681107,10067,    0
100110,19681108,10049,    0
100110,19681109,10194,    0
100110,19681110,10127,    0
100110,19681111,10188,    0
100110,19681112,10125,    0
100110,19681113,10098,    0
100110,19681114,10039,    0
100110,19681115, 9984,    0
100110,19681116,10032,    0
100110,19681117,10128,    0
100110,19681118,10166,    0
100110,19681119,10187,    0
100110,19681120,10214,    0
100110,19681121,10214,    0
100110,19681122,10241,    0
100110,19681123,10200,    0
100110,19681124,10237,    0
100110,19681125,10235,    0
100110,19681126,10158,    0
100110,19681127,10097,    0
100110,19681128,10075,    0
100110,19681129,10049,    0
100110,19681130,10109,    0
100110,19681201,10165,    0
100110,19681202,10154,    0
100110,19681203,10192,    0
100110,19681204,10203,    0
100110,19681205,10163,    0
100110,19681206,10089,    0
100110,19681207,10059,    0
100110,19681208,10050,    0
100110,19681209,10104,    0
100110,19681210,10045,    0
100110,19681211,10188,    0
100110,19681212,10232,    0
100110,19681213,10098,    0
100110,19681214,10029,    0
100110,19681215,10034,    0
100110,19681216, 9960,    0
100110,19681217, 9889,    0
100110,19681218, 9857,    0
100110,19681219,10037,    0
100110,19681220,10113,    0
100110,19681221,10228,    0
100110,19681222,10240,    0
100110,19681223,10259,    0
100110,19681224,10247,    0
100110,19681225,10200,    0
100110,19681226,10164,    0
100110,19681227,10218,    0
100110,19681228,10150,    0
100110,19681229,10140,    0
100110,19681230,10138,    0
100110,19681231,10305,    0
100110,19690101,10348,    0
100110,19690102,10344,    0
100110,19690103,10286,    0
100110,19690104,10217,    0
100110,19690105,10144,    0
100110,19690106,10053,    0
100110,19690107,10039,    0
100110,19690108,10126,    0
100110,19690109,10088,    0
100110,19690110,10087,    0
100110,19690111,10117,    0
100110,19690112, 9981,    0
100110,19690113, 9899,    0
100110,19690114, 9812,    0
100110,19690115, 9912,    0
100110,19690116,10037,    0
100110,19690117,10046,    0
100110,19690118,10093,    0
100110,19690119,10189,    0
100110,19690120,10192,    0
100110,19690121,10225,    0
100110,19690122,10224,    0
100110,19690123,10280,    0
100110,19690124,10275,    0
100110,19690125,10274,    0
100110,19690126,10212,    0
100110,19690127,10233,    0
100110,19690128,10141,    0
100110,19690129,10199,    0
100110,19690130,10239,    0
100110,19690131,10229,    0
100110,19690201,10180,    0
100110,19690202,10138,    0
100110,19690203,10168,    0
100110,19690204,10265,    0
100110,19690205,10310,    0
100110,19690206,10257,    0
100110,19690207,10158,    0
100110,19690208,10265,    0
100110,19690209,10315,    0
100110,19690210,10325,    0
100110,19690211,10197,    0
100110,19690212,10022,    0
100110,19690213, 9954,    0
100110,19690214, 9996,    0
100110,19690215,10022,    0
100110,19690216,10134,    0
100110,19690217,10108,    0
100110,19690218, 9923,    0
100110,19690219, 9862,    0
100110,19690220,10036,    0
100110,19690221, 9987,    0
100110,19690222,10003,    0
100110,19690223, 9952,    0
100110,19690224,10064,    0
100110,19690225,10124,    0
100110,19690226,10137,    0
100110,19690227,10146,    0
100110,19690228,10116,    0
100110,19690301,10083,    0
100110,19690302,10091,    0
100110,19690303,10081,    0
100110,19690304,10091,    0
100110,19690305,10079,    0
100110,19690306,10131,    0
100110,19690307,10125,    0
100110,19690308,10196,    0
100110,19690309,10165,    0
100110,19690310,10164,    0
100110,19690311,10154,    0
100110,19690312,10098,    0
100110,19690313, 9990,    0
100110,19690314,10011,    0
100110,19690315, 9905,    0
100110,19690316, 9993,    0
100110,19690317, 9982,    0
100110,19690318,10026,    0
100110,19690319,10060,    0
100110,19690320,10229,    0
100110,19690321,10119,    0
100110,19690322,10040,    0
100110,19690323,10118,    0
100110,19690324,10165,    0
100110,19690325,10163,    0
100110,19690326,10151,    0
100110,19690327,10165,    0
100110,19690328,10225,    0
100110,19690329,10262,    0
100110,19690330,10232,    0
100110,19690331,10192,    0
100110,19690401,10123,    0
100110,19690402,10172,    0
100110,19690403,10172,    0
100110,19690404,10163,    0
100110,19690405,10106,    0
100110,19690406,10111,    0
100110,19690407,10139,    0
100110,19690408,10181,    0
100110,19690409,10266,    0
100110,19690410,10318,    0
100110,19690411,10332,    0
100110,19690412,10245,    0
100110,19690413,10248,    0
100110,19690414,10256,    0
100110,19690415,10285,    0
100110,19690416,10275,    0
100110,19690417,10233,    0
100110,19690418,10216,    0
100110,19690419,10145,    0
100110,19690420,10108,    0
100110,19690421, 9992,    0
100110,19690422,10010,    0
100110,19690423,10138,    0
100110,19690424,10149,    0
100110,19690425,10126,    0
100110,19690426,10176,    0
100110,19690427,10202,    0
100110,19690428,10143,    0
100110,19690429,10097,    0
100110,19690430,10070,    0
100110,19690501,10046,    0
100110,19690502,10026,    0
100110,19690503,10027,    0
100110,19690504,10096,    0
100110,19690505,10120,    0
100110,19690506,10123,    0
100110,19690507,10168,    0
100110,19690508,10068,    0
100110,19690509,10115,    0
100110,19690510,10191,    0
100110,19690511,10173,    0
100110,19690512,10173,    0
100110,19690513,10132,    0
100110,19690514,10154,    0
100110,19690515,10159,    0
100110,19690516,10236,    0
100110,19690517,10225,    0
100110,19690518,10183,    0
100110,19690519,10219,    0
100110,19690520,10200,    0
100110,19690521,10209,    0
100110,19690522,10160,    0
100110,19690523,10121,    0
100110,19690524,10062,    0
100110,19690525,10046,    0
100110,19690526,10121,    0
100110,19690527,10090,    0
100110,19690528,10090,    0
100110,19690529,10063,    0
100110,19690530,10141,    0
100110,19690531,10221,    0
100110,19690601,10225,    0
100110,19690602,10269,    0
100110,19690603,10253,    0
100110,19690604,10170,    0
100110,19690605,10199,    0
100110,19690606,10204,    0
100110,19690607,10165,    0
100110,19690608,10114,    0
100110,19690609,10095,    0
100110,19690610,10096,    0
100110,19690611,10112,    0
100110,19690612,10101,    0
100110,19690613,10108,    0
100110,19690614,10104,    0
100110,19690615,10121,    0
100110,19690616,10154,    0
100110,19690617,10123,    0
100110,19690618,10113,    0
100110,19690619,10176,    0
100110,19690620,10150,    0
100110,19690621,10129,    0
100110,19690622,10117,    0
100110,19690623,10086,    0
100110,19690624,10171,    0
100110,19690625,10209,    0
100110,19690626,10243,    0
100110,19690627,10237,    0
100110,19690628,10240,    0
100110,19690629,10219,    0
100110,19690630,10183,    0
100110,19690701,10161,    0
100110,19690702,10179,    0
100110,19690703,10210,    0
100110,19690704,10216,    0
100110,19690705,10204,    0
100110,19690706,10163,    0
100110,19690707,10212,    0
100110,19690708,10240,    0
100110,19690709,10253,    0
100110,19690710,10298,    0
100110,19690711,10329,    0
100110,19690712,10325,    0
100110,19690713,10275,    0
100110,19690714,10202,    0
100110,19690715,10157,    0
100110,19690716,10228,    0
100110,19690717,10267,    0
100110,19690718,10254,    0
100110,19690719,10237,    0
100110,19690720,10240,    0
100110,19690721,10217,    0
100110,19690722,10186,    0
100110,19690723,10152,    0
100110,19690724,10187,    0
100110,19690725,10225,    0
100110,19690726,10199,    0
100110,19690727,10194,    0
100110,19690728,10146,    0
100110,19690729,10222,    0
100110,19690730,10217,    0
100110,19690731,10130,    0
100110,19690801,10119,    0
100110,19690802,10175,    0
100110,19690803,10162,    0
100110,19690804,10197,    0
100110,19690805,10217,    0
100110,19690806,10219,    0
100110,19690807,10180,    0
100110,19690808,10162,    0
100110,19690809,10163,    0
100110,19690810,10159,    0
100110,19690811,10122,    0
100110,19690812,10140,    0
100110,19690813,10108,    0
100110,19690814,10120,    0
100110,19690815,10119,    0
100110,19690816,10162,    0
100110,19690817,10230,    0
100110,19690818,10244,    0
100110,19690819,10218,    0
100110,19690820,10165,    0
100110,19690821,10190,    0
100110,19690822,10166,    0
100110,19690823,10148,    0
100110,19690824,10204,    0
100110,19690825,10209,    0
100110,19690826,10236,    0
100110,19690827,10193,    0
100110,19690828,10190,    0
100110,19690829,10167,    0
100110,19690830,10199,    0
100110,19690831,10207,    0
100110,19690901,10195,    0
100110,19690902,10136,    0
100110,19690903,10128,    0
100110,19690904,10154,    0
100110,19690905,10172,    0
100110,19690906,10190,    0
100110,19690907,10181,    0
100110,19690908,10167,    0
100110,19690909,10169,    0
100110,19690910,10151,    0
100110,19690911,10099,    0
100110,19690912,10054,    0
100110,19690913,10059,    0
100110,19690914, 9973,    0
100110,19690915,10055,    0
100110,19690916,10105,    0
100110,19690917,10104,    0
100110,19690918,10081,    0
100110,19690919,10104,    0
100110,19690920,10177,    0
100110,19690921,10266,    0
100110,19690922,10286,    0
100110,19690923,10251,    0
100110,19690924,10236,    0
100110,19690925,10275,    0
100110,19690926,10277,    0
100110,19690927,10260,    0
100110,19690928,10200,    0
100110,19690929,10156,    0
100110,19690930,10158,    0
100110,19691001,10211,    0
100110,19691002,10246,    0
100110,19691003,10206,    0
100110,19691004,10169,    0
100110,19691005,10166,    0
100110,19691006,10215,    0
100110,19691007,10230,    0
100110,19691008,10223,    0
100110,19691009,10210,    0
100110,19691010,10216,    0
100110,19691011,10184,    0
100110,19691012,10132,    0
100110,19691013,10098,    0
100110,19691014,10159,    0
100110,19691015,10225,    0
100110,19691016,10195,    0
100110,19691017,10142,    0
100110,19691018,10063,    0
100110,19691019,10054,    0
100110,19691020,10090,    0
100110,19691021,10165,    0
100110,19691022,10211,    0
100110,19691023,10253,    0
100110,19691024,10292,    0
100110,19691025,10322,    0
100110,19691026,10349,    0
100110,19691027,10326,    0
100110,19691028,10262,    0
100110,19691029,10244,    0
100110,19691030,10251,    0
100110,19691031,10255,    0
100110,19691101,10238,    0
100110,19691102,10263,    0
100110,19691103,10266,    0
100110,19691104,10228,    0
